cliente_id,prob_churn,risco_pct,tenure,monthly,senior,contrato,sem_papel,parceiro,dependentes,fibra,tier,receita_risco,acao
CLI-02270,0.8911,89.1,15,103.45,0,Month-to-month,1,1,0,1,Crítico,92.184295,🚨 Contato urgente — oferta de retenção personalizada
CLI-02200,0.8904,89.0,4,100.85,0,Month-to-month,1,0,0,1,Crítico,89.79683999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-02595,0.888,88.8,8,87.1,1,Month-to-month,1,0,0,1,Crítico,77.34479999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-04219,0.8867,88.7,3,80.4,1,Month-to-month,1,1,0,1,Crítico,71.29068000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-03577,0.8867,88.7,7,86.8,0,Month-to-month,1,0,0,1,Crítico,76.96556,🚨 Contato urgente — oferta de retenção personalizada
CLI-02157,0.8856,88.6,7,96.2,0,Month-to-month,0,0,0,1,Crítico,85.19472,🚨 Contato urgente — oferta de retenção personalizada
CLI-02715,0.8854,88.5,2,70.1,1,Month-to-month,0,1,0,1,Crítico,62.06653999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-04705,0.8849,88.5,5,84.0,0,Month-to-month,1,0,0,1,Crítico,74.33160000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-03568,0.8844,88.4,4,83.25,1,Month-to-month,1,1,0,1,Crítico,73.6263,🚨 Contato urgente — oferta de retenção personalizada
CLI-01754,0.8838,88.4,14,95.6,1,Month-to-month,1,0,0,1,Crítico,84.49128,🚨 Contato urgente — oferta de retenção personalizada
CLI-03186,0.8836,88.4,21,104.35,1,Month-to-month,1,0,0,1,Crítico,92.20366,🚨 Contato urgente — oferta de retenção personalizada
CLI-04470,0.8825,88.3,5,84.7,1,Month-to-month,1,0,0,1,Crítico,74.74775,🚨 Contato urgente — oferta de retenção personalizada
CLI-03869,0.8819,88.2,12,105.3,0,Month-to-month,1,0,1,1,Crítico,92.86407,🚨 Contato urgente — oferta de retenção personalizada
CLI-03412,0.8813,88.1,3,80.5,0,Month-to-month,1,0,0,1,Crítico,70.94465,🚨 Contato urgente — oferta de retenção personalizada
CLI-01753,0.8809,88.1,3,92.0,0,Month-to-month,1,0,0,1,Crítico,81.0428,🚨 Contato urgente — oferta de retenção personalizada
CLI-04371,0.8807,88.1,9,94.05,0,Month-to-month,1,0,0,1,Crítico,82.829835,🚨 Contato urgente — oferta de retenção personalizada
CLI-04497,0.8806,88.1,1,70.6,1,Month-to-month,1,0,0,1,Crítico,62.170359999999995,🚨 Contato urgente — oferta de retenção personalizada
CLI-03985,0.88,88.0,1,24.4,0,Month-to-month,1,0,0,0,Crítico,21.471999999999998,🚨 Contato urgente — oferta de retenção personalizada
CLI-04671,0.8789,87.9,1,74.0,0,Month-to-month,0,0,0,1,Crítico,65.0386,🚨 Contato urgente — oferta de retenção personalizada
CLI-03212,0.8783,87.8,23,104.45,1,Month-to-month,1,1,0,1,Crítico,91.738435,🚨 Contato urgente — oferta de retenção personalizada
CLI-02365,0.8782,87.8,2,69.7,0,Month-to-month,1,0,0,1,Crítico,61.21054,🚨 Contato urgente — oferta de retenção personalizada
CLI-02407,0.8772,87.7,5,96.55,0,Month-to-month,0,0,0,1,Crítico,84.69366,🚨 Contato urgente — oferta de retenção personalizada
CLI-00177,0.876,87.6,17,102.55,0,Month-to-month,1,1,0,1,Crítico,89.8338,🚨 Contato urgente — oferta de retenção personalizada
CLI-01172,0.8758,87.6,1,79.15,0,Month-to-month,1,0,0,1,Crítico,69.31957000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-05033,0.8752,87.5,6,89.3,0,Month-to-month,0,0,0,1,Crítico,78.15536,🚨 Contato urgente — oferta de retenção personalizada
CLI-00366,0.8741,87.4,7,100.4,0,Month-to-month,1,0,0,1,Crítico,87.75964,🚨 Contato urgente — oferta de retenção personalizada
CLI-02914,0.8736,87.4,12,89.15,0,Month-to-month,1,0,0,1,Crítico,77.88144000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-00609,0.8736,87.4,11,89.2,0,Month-to-month,1,0,0,1,Crítico,77.92512,🚨 Contato urgente — oferta de retenção personalizada
CLI-02524,0.8729,87.3,2,74.75,0,Month-to-month,1,0,0,1,Crítico,65.249275,🚨 Contato urgente — oferta de retenção personalizada
CLI-04244,0.8724,87.2,12,86.55,0,Month-to-month,1,0,0,1,Crítico,75.50622,🚨 Contato urgente — oferta de retenção personalizada
CLI-04870,0.8724,87.2,2,81.5,1,Month-to-month,0,0,0,1,Crítico,71.1006,🚨 Contato urgente — oferta de retenção personalizada
CLI-03449,0.872,87.2,5,82.75,0,Month-to-month,1,0,0,1,Crítico,72.158,🚨 Contato urgente — oferta de retenção personalizada
CLI-03573,0.8719,87.2,2,97.1,0,Month-to-month,0,1,1,1,Crítico,84.66149,🚨 Contato urgente — oferta de retenção personalizada
CLI-03342,0.8719,87.2,6,79.7,1,Month-to-month,1,0,0,1,Crítico,69.49043,🚨 Contato urgente — oferta de retenção personalizada
CLI-01511,0.8717,87.2,2,74.2,1,Month-to-month,1,1,0,1,Crítico,64.68014000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-02704,0.8706,87.1,2,91.15,0,Month-to-month,1,0,0,1,Crítico,79.35519000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-03259,0.8705,87.0,3,70.15,0,Month-to-month,1,0,0,1,Crítico,61.06557500000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-01069,0.8704,87.0,2,74.95,0,Month-to-month,0,0,0,1,Crítico,65.23648,🚨 Contato urgente — oferta de retenção personalizada
CLI-04313,0.8697,87.0,8,85.65,0,Month-to-month,1,1,0,1,Crítico,74.489805,🚨 Contato urgente — oferta de retenção personalizada
CLI-01502,0.8692,86.9,1,24.7,0,Month-to-month,1,0,1,0,Crítico,21.46924,🚨 Contato urgente — oferta de retenção personalizada
CLI-01384,0.8688,86.9,10,88.85,0,Month-to-month,1,1,1,1,Crítico,77.19288,🚨 Contato urgente — oferta de retenção personalizada
CLI-00547,0.8687,86.9,3,30.75,1,Month-to-month,1,1,0,0,Crítico,26.712525,🚨 Contato urgente — oferta de retenção personalizada
CLI-03993,0.8685,86.9,2,70.15,0,Month-to-month,1,0,0,1,Crítico,60.925275000000006,🚨 Contato urgente — oferta de retenção personalizada
CLI-03691,0.8683,86.8,35,100.8,1,Month-to-month,1,1,0,1,Crítico,87.52463999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-05135,0.8667,86.7,9,102.6,0,Month-to-month,1,1,1,1,Crítico,88.92342,🚨 Contato urgente — oferta de retenção personalizada
CLI-01090,0.8664,86.6,7,84.35,1,Month-to-month,1,0,0,1,Crítico,73.08084,🚨 Contato urgente — oferta de retenção personalizada
CLI-00466,0.8658,86.6,14,95.8,1,Month-to-month,1,1,1,1,Crítico,82.94364,🚨 Contato urgente — oferta de retenção personalizada
CLI-03989,0.8653,86.5,2,100.2,0,Month-to-month,0,0,0,1,Crítico,86.70306,🚨 Contato urgente — oferta de retenção personalizada
CLI-00521,0.8642,86.4,30,101.5,1,Month-to-month,1,1,0,1,Crítico,87.71629999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-03335,0.8637,86.4,15,99.7,0,Month-to-month,1,0,0,1,Crítico,86.11089,🚨 Contato urgente — oferta de retenção personalizada
CLI-02875,0.8629,86.3,12,89.55,0,Month-to-month,1,0,0,1,Crítico,77.272695,🚨 Contato urgente — oferta de retenção personalizada
CLI-01453,0.8627,86.3,3,80.35,0,Month-to-month,1,0,0,1,Crítico,69.317945,🚨 Contato urgente — oferta de retenção personalizada
CLI-02919,0.8624,86.2,2,70.35,0,Month-to-month,0,0,0,1,Crítico,60.66984,🚨 Contato urgente — oferta de retenção personalizada
CLI-03984,0.8624,86.2,9,79.75,0,Month-to-month,1,1,0,1,Crítico,68.77640000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-03294,0.862,86.2,6,94.05,0,Month-to-month,1,1,1,1,Crítico,81.0711,🚨 Contato urgente — oferta de retenção personalizada
CLI-01144,0.8619,86.2,9,85.5,0,Month-to-month,1,0,0,1,Crítico,73.69245,🚨 Contato urgente — oferta de retenção personalizada
CLI-02577,0.8613,86.1,3,73.85,1,Month-to-month,0,0,0,1,Crítico,63.607004999999994,🚨 Contato urgente — oferta de retenção personalizada
CLI-01408,0.8612,86.1,9,79.55,1,Month-to-month,1,0,0,1,Crítico,68.50846,🚨 Contato urgente — oferta de retenção personalizada
CLI-04899,0.8604,86.0,11,94.2,0,Month-to-month,1,0,0,1,Crítico,81.04968000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-01582,0.8603,86.0,29,103.95,1,Month-to-month,1,1,1,1,Crítico,89.428185,🚨 Contato urgente — oferta de retenção personalizada
CLI-05245,0.86,86.0,6,87.95,0,Month-to-month,1,0,0,1,Crítico,75.637,🚨 Contato urgente — oferta de retenção personalizada
CLI-01083,0.8593,85.9,30,104.1,1,Month-to-month,1,0,0,1,Crítico,89.45312999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-01273,0.859,85.9,38,102.6,1,Month-to-month,1,1,0,1,Crítico,88.1334,🚨 Contato urgente — oferta de retenção personalizada
CLI-00068,0.8583,85.8,2,90.35,0,Month-to-month,0,1,0,1,Crítico,77.547405,🚨 Contato urgente — oferta de retenção personalizada
CLI-00470,0.8574,85.7,4,29.9,1,Month-to-month,1,1,0,0,Crítico,25.63626,🚨 Contato urgente — oferta de retenção personalizada
CLI-01068,0.8573,85.7,41,104.4,1,Month-to-month,1,0,0,1,Crítico,89.50212,🚨 Contato urgente — oferta de retenção personalizada
CLI-05006,0.857,85.7,7,74.85,1,Month-to-month,1,1,0,1,Crítico,64.14644999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-02813,0.8562,85.6,14,85.15,0,Month-to-month,1,1,0,1,Crítico,72.90543,🚨 Contato urgente — oferta de retenção personalizada
CLI-01521,0.8547,85.5,2,69.8,0,Month-to-month,1,0,0,1,Crítico,59.65806,🚨 Contato urgente — oferta de retenção personalizada
CLI-02434,0.8546,85.5,20,94.1,1,Month-to-month,1,0,0,1,Crítico,80.41786,🚨 Contato urgente — oferta de retenção personalizada
CLI-01507,0.8545,85.5,13,85.95,0,Month-to-month,1,0,0,1,Crítico,73.444275,🚨 Contato urgente — oferta de retenção personalizada
CLI-04090,0.8535,85.3,1,29.85,0,Month-to-month,1,1,0,0,Crítico,25.476975000000003,🚨 Contato urgente — oferta de retenção personalizada
CLI-03073,0.8526,85.3,3,107.95,0,Month-to-month,0,0,0,1,Crítico,92.03817000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-04390,0.8515,85.1,9,101.5,0,Month-to-month,1,1,1,1,Crítico,86.42725,🚨 Contato urgente — oferta de retenção personalizada
CLI-02756,0.8513,85.1,8,94.75,0,Month-to-month,1,1,1,1,Crítico,80.660675,🚨 Contato urgente — oferta de retenção personalizada
CLI-03172,0.851,85.1,17,94.2,1,Month-to-month,1,0,0,1,Crítico,80.1642,🚨 Contato urgente — oferta de retenção personalizada
CLI-01231,0.8507,85.1,1,73.65,1,Month-to-month,1,0,0,1,Crítico,62.65405500000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-04483,0.8504,85.0,4,90.4,0,Month-to-month,1,0,0,1,Crítico,76.87616000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-03759,0.8502,85.0,9,90.1,1,Month-to-month,1,0,0,1,Crítico,76.60301999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-01030,0.8499,85.0,9,103.1,0,Month-to-month,0,1,1,1,Crítico,87.62469,🚨 Contato urgente — oferta de retenção personalizada
CLI-03179,0.8492,84.9,15,105.35,0,Month-to-month,1,1,1,1,Crítico,89.46321999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-01739,0.8487,84.9,2,72.6,1,Month-to-month,1,0,0,1,Crítico,61.61561999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-04343,0.8486,84.9,1,71.1,0,Month-to-month,0,0,0,1,Crítico,60.33546,🚨 Contato urgente — oferta de retenção personalizada
CLI-04188,0.8485,84.8,30,101.3,1,Month-to-month,1,0,1,1,Crítico,85.95305,🚨 Contato urgente — oferta de retenção personalizada
CLI-04743,0.8484,84.8,4,44.55,0,Month-to-month,1,0,0,0,Crítico,37.79622,🚨 Contato urgente — oferta de retenção personalizada
CLI-03048,0.8484,84.8,11,82.9,1,Month-to-month,1,1,0,1,Crítico,70.33236000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-04031,0.8481,84.8,1,70.35,0,Month-to-month,1,0,0,1,Crítico,59.66383499999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-01559,0.848,84.8,2,51.4,0,Month-to-month,0,0,0,0,Crítico,43.587199999999996,🚨 Contato urgente — oferta de retenção personalizada
CLI-03960,0.848,84.8,2,70.35,0,Month-to-month,1,1,0,1,Crítico,59.6568,🚨 Contato urgente — oferta de retenção personalizada
CLI-05193,0.8477,84.8,3,80.0,0,Month-to-month,1,1,1,1,Crítico,67.816,🚨 Contato urgente — oferta de retenção personalizada
CLI-01687,0.847,84.7,3,80.7,0,Month-to-month,1,1,1,1,Crítico,68.3529,🚨 Contato urgente — oferta de retenção personalizada
CLI-02262,0.8467,84.7,4,79.0,0,Month-to-month,1,0,0,1,Crítico,66.8893,🚨 Contato urgente — oferta de retenção personalizada
CLI-03673,0.8456,84.6,10,91.1,0,Month-to-month,1,0,1,1,Crítico,77.03416,🚨 Contato urgente — oferta de retenção personalizada
CLI-04385,0.8452,84.5,14,75.1,1,Month-to-month,1,1,0,1,Crítico,63.47451999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-01461,0.8442,84.4,5,69.35,1,Month-to-month,1,1,0,1,Crítico,58.545269999999995,🚨 Contato urgente — oferta de retenção personalizada
CLI-00900,0.8439,84.4,46,98.85,1,Month-to-month,1,1,0,1,Crítico,83.41951499999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-00104,0.8435,84.3,3,84.3,0,Month-to-month,0,0,0,1,Crítico,71.10705,🚨 Contato urgente — oferta de retenção personalizada
CLI-01388,0.8434,84.3,26,98.1,1,Month-to-month,1,1,0,1,Crítico,82.73754,🚨 Contato urgente — oferta de retenção personalizada
CLI-02950,0.8433,84.3,3,29.6,0,Month-to-month,1,0,0,0,Crítico,24.96168,🚨 Contato urgente — oferta de retenção personalizada
CLI-03737,0.8432,84.3,2,80.45,0,Month-to-month,1,0,0,1,Crítico,67.83543999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-02611,0.8428,84.3,2,91.45,0,Month-to-month,1,1,0,1,Crítico,77.07406,🚨 Contato urgente — oferta de retenção personalizada
CLI-03666,0.8428,84.3,2,91.45,0,Month-to-month,1,1,0,1,Crítico,77.07406,🚨 Contato urgente — oferta de retenção personalizada
CLI-04065,0.8427,84.3,1,25.15,0,Month-to-month,1,0,0,0,Crítico,21.193904999999997,🚨 Contato urgente — oferta de retenção personalizada
CLI-02230,0.8412,84.1,1,25.25,0,Month-to-month,0,0,0,0,Crítico,21.240299999999998,🚨 Contato urgente — oferta de retenção personalizada
CLI-00572,0.8404,84.0,28,105.8,1,Month-to-month,1,1,0,1,Crítico,88.91432,🚨 Contato urgente — oferta de retenção personalizada
CLI-04971,0.8404,84.0,28,105.8,1,Month-to-month,1,1,0,1,Crítico,88.91432,🚨 Contato urgente — oferta de retenção personalizada
CLI-02833,0.8404,84.0,11,78.5,1,Month-to-month,1,0,0,1,Crítico,65.9714,🚨 Contato urgente — oferta de retenção personalizada
CLI-03955,0.8402,84.0,13,100.75,0,Month-to-month,0,0,0,1,Crítico,84.65015,🚨 Contato urgente — oferta de retenção personalizada
CLI-00899,0.84,84.0,1,75.35,0,Month-to-month,0,1,0,1,Crítico,63.29399999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-03492,0.8399,84.0,41,106.3,0,Month-to-month,1,0,0,1,Crítico,89.28137,🚨 Contato urgente — oferta de retenção personalizada
CLI-04502,0.8396,84.0,24,104.15,0,Month-to-month,1,0,0,1,Crítico,87.44434000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-02798,0.8395,84.0,31,84.85,1,Month-to-month,1,1,0,1,Crítico,71.23157499999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-03949,0.8395,84.0,31,84.85,1,Month-to-month,1,1,0,1,Crítico,71.23157499999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-01288,0.8394,83.9,1,74.3,0,Month-to-month,1,0,0,1,Crítico,62.36742,🚨 Contato urgente — oferta de retenção personalizada
CLI-03173,0.8383,83.8,15,96.5,1,Month-to-month,1,1,0,1,Crítico,80.89595,🚨 Contato urgente — oferta de retenção personalizada
CLI-02323,0.8378,83.8,5,85.55,1,Month-to-month,1,0,0,1,Crítico,71.67379,🚨 Contato urgente — oferta de retenção personalizada
CLI-02307,0.8376,83.8,1,24.9,0,Month-to-month,1,0,0,0,Crítico,20.85624,🚨 Contato urgente — oferta de retenção personalizada
CLI-00849,0.8368,83.7,32,100.4,1,Month-to-month,1,1,1,1,Crítico,84.01472,🚨 Contato urgente — oferta de retenção personalizada
CLI-00123,0.836,83.6,3,90.4,0,Month-to-month,0,0,0,1,Crítico,75.5744,🚨 Contato urgente — oferta de retenção personalizada
CLI-04686,0.8354,83.5,4,82.85,0,Month-to-month,1,0,0,1,Crítico,69.21289,🚨 Contato urgente — oferta de retenção personalizada
CLI-00996,0.8354,83.5,1,90.1,0,Month-to-month,1,1,1,1,Crítico,75.26953999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-02511,0.8353,83.5,2,80.15,0,Month-to-month,1,1,0,1,Crítico,66.949295,🚨 Contato urgente — oferta de retenção personalizada
CLI-03807,0.8349,83.5,4,70.2,1,Month-to-month,1,1,0,1,Crítico,58.60998,🚨 Contato urgente — oferta de retenção personalizada
CLI-03680,0.8343,83.4,15,94.0,0,Month-to-month,1,0,0,1,Crítico,78.4242,🚨 Contato urgente — oferta de retenção personalizada
CLI-01555,0.8335,83.4,9,85.3,0,Month-to-month,1,0,0,1,Crítico,71.09755,🚨 Contato urgente — oferta de retenção personalizada
CLI-01936,0.8333,83.3,13,97.0,0,Month-to-month,0,1,1,1,Crítico,80.8301,🚨 Contato urgente — oferta de retenção personalizada
CLI-04652,0.8325,83.3,14,46.35,1,Month-to-month,1,0,0,0,Crítico,38.586375000000004,🚨 Contato urgente — oferta de retenção personalizada
CLI-04990,0.8324,83.2,13,96.85,1,Month-to-month,1,0,0,1,Crítico,80.61794,🚨 Contato urgente — oferta de retenção personalizada
CLI-02176,0.8322,83.2,3,74.95,0,Month-to-month,1,0,0,1,Crítico,62.37339000000001,🚨 Contato urgente — oferta de retenção personalizada
CLI-00963,0.8319,83.2,1,74.6,0,Month-to-month,0,1,1,1,Crítico,62.05973999999999,🚨 Contato urgente — oferta de retenção personalizada
CLI-00726,0.8315,83.2,15,91.0,0,Month-to-month,1,0,1,1,Crítico,75.6665,🚨 Contato urgente — oferta de retenção personalizada
CLI-03408,0.8303,83.0,4,94.75,1,Month-to-month,1,0,0,1,Crítico,78.670925,🚨 Contato urgente — oferta de retenção personalizada
CLI-01067,0.83,83.0,7,75.4,1,Month-to-month,1,1,0,1,Crítico,62.582,🚨 Contato urgente — oferta de retenção personalizada
CLI-01332,0.83,83.0,7,75.4,1,Month-to-month,1,1,0,1,Crítico,62.582,🚨 Contato urgente — oferta de retenção personalizada
CLI-04013,0.8299,83.0,9,95.9,0,Month-to-month,1,0,0,1,Crítico,79.58741,🚨 Contato urgente — oferta de retenção personalizada
CLI-02124,0.8298,83.0,2,60.85,0,Month-to-month,0,0,0,0,Crítico,50.49333,🚨 Contato urgente — oferta de retenção personalizada
